record_id;redcap_survey_identifier;introduction_utilisation_des_technologies_interact_timestamp;consent;socio_age;socio_exp;socio_region;socio_milieu___1;socio_milieu___2;socio_milieu___3;socio_milieu___4;socio_milieu___5;socio_milieu___6;socio_milieu_o;socio_prg___1;socio_prg___2;socio_prg___3;socio_prg___4;socio_prg___5;socio_prg___6;socio_acces_it;socio_acces_it_o___1;socio_acces_it_o___2;socio_acces_it_o___3;socio_acces_it_o___4;socio_acces_it_o___5;socio_acces_it_o___6;socio_expo_it;or_profil;introduction_utilisation_des_technologies_interact_complete;profil_utilisateur_de_technologies_interactives_timestamp;rv_ou_ra_used;rv_ou_ra_mrq;rv_ou_ra_frz;rv_ou_ra_ctx;jva_used;jva_mrq;jva_frz;jva_ctx;appli_used;appli_mrq;appli_frz;appli_ctx;wearables_used;wearables_mrq;wearables_frz;wearables_ctx;robo_used;robo_mrq;robo_frz;robo_ctx;mrq_age1;mrq_age2;mrq_age3;mrq_age4;mrq_age5;mrq_used_q2_1___1;mrq_used_q2_1___2;mrq_used_q2_1___3;mrq_used_q2_1___4;mrq_used_q2_1___5;mrq_used_q2_2___1;mrq_used_q2_2___2;mrq_used_q2_2___3;mrq_used_q2_2___4;mrq_used_q2_2___5;mrq_used_q2_3___1;mrq_used_q2_3___2;mrq_used_q2_3___3;mrq_used_q2_3___4;mrq_used_q2_3___5;mrq_used_q2_4___1;mrq_used_q2_4___2;mrq_used_q2_4___3;mrq_used_q2_4___4;mrq_used_q2_4___5;mrq_used_q2_5___1;mrq_used_q2_5___2;mrq_used_q2_5___3;mrq_used_q2_5___4;mrq_used_q2_5___5;mrq_patho1;mrq_patho2;mrq_patho3;mrq_patho4;mrq_patho5;mrq_used_q3_1___1;mrq_used_q3_1___2;mrq_used_q3_1___3;mrq_used_q3_1___4;mrq_used_q3_1___5;mrq_used_q3_2___1;mrq_used_q3_2___2;mrq_used_q3_2___3;mrq_used_q3_2___4;mrq_used_q3_2___5;mrq_used_q3_3___1;mrq_used_q3_3___2;mrq_used_q3_3___3;mrq_used_q3_3___4;mrq_used_q3_3___5;mrq_used_q3_4___1;mrq_used_q3_4___2;mrq_used_q3_4___3;mrq_used_q3_4___4;mrq_used_q3_4___5;mrq_used_q3_5___1;mrq_used_q3_5___2;mrq_used_q3_5___3;mrq_used_q3_5___4;mrq_used_q3_5___5;mrq_path_o;mrq_iog1;mrq_iog2;mrq_iog3;mrq_iog4;mrq_iog5;mrq_used_q4_1;mrq_used_q4_2;mrq_used_q4_3;mrq_used_q4_4;mrq_used_q4_5;ti_iogp;ti_collab;ti_collab_q5_1;ti_collab_pro_q5_1___1;ti_collab_pro_q5_1___2;ti_collab_pro_q5_1___3;ti_collab_pro_q5_1___4;ti_collab_pro_q5_1___5;ti_collab_pro_q5_1___6;ti_collab_pro_q5_1___7;mrq_tps1;mrq_tps2;mrq_tps3;mrq_tps4;mrq_tps5;mrq_used_q6_1;mrq_used_q6_2;mrq_used_q6_3;mrq_used_q6_4;mrq_used_q6_5;mrq_used_q7_1;mrq_used_q7_2;mrq_used_q7_3;mrq_used_q7_4;mrq_used_q7_5;mrq_hab_1_1;mrq_hab_1_2;mrq_hab_1_3;mrq_hab_1_4;mrq_hab_1_5;mrq_hab_2_1;mrq_hab_2_2;mrq_hab_2_3;mrq_hab_2_4;mrq_hab_2_5;ti_vad;ti_vad_q8_1;ti_vad_mrq_q8_1___1;ti_vad_mrq_q8_1___2;ti_vad_mrq_q8_1___3;ti_vad_mrq_q8_1___4;ti_vad_mrq_q8_1___5;ti_accord_q9_1;ti_accord_q9_2;mrqs_used_q9_1___1;mrqs_used_q9_1___2;mrqs_used_q9_1___3;mrqs_used_q9_1___4;mrqs_used_q9_1___5;mrqs_used_q9_2___1;mrqs_used_q9_2___2;mrqs_used_q9_2___3;mrqs_used_q9_2___4;mrqs_used_q9_2___5;ti_po_k;ti_po_asp___1;ti_po_asp___2;ti_po_asp___3;ti_po_asp___4;ti_accord_q12_1;ti_accord_q12_2;mrqs_used_q12_1___1;mrqs_used_q12_1___2;mrqs_used_q12_1___3;mrqs_used_q12_1___4;mrqs_used_q12_1___5;mrqs_used_q12_2___1;mrqs_used_q12_2___2;mrqs_used_q12_2___3;mrqs_used_q12_2___4;mrqs_used_q12_2___5;ti_accord_q13_1;mrqs_used_q13_1___1;mrqs_used_q13_1___2;mrqs_used_q13_1___3;mrqs_used_q13_1___4;mrqs_used_q13_1___5;ti_gestion_pb___1;ti_gestion_pb___2;ti_gestion_pb___3;ti_gestion_pb___4;ti_gestion_pb___5;ti_gestion_pb___6;ti_gestion_pb___7;ti_gestion_pb___8;ti_gestion_pb___9;ti_gestion_pb___10;ti_gestion_pb_o;ti_accord_q15_1;mrq_used_q15_1___1;mrq_used_q15_1___2;mrq_used_q15_1___3;mrq_used_q15_1___4;mrq_used_q15_1___5;ti_preoccup_parents;ti_preoccup_parents_q16_1;ti_preoccup_oui_q16_1___1;ti_preoccup_oui_q16_1___2;ti_preoccup_oui_q16_1___3;ti_preoccup_oui_q16_1___4;ti_preoccup_oui_q16_1___5;ti_preoccup_oui_q16_1___6;ti_preoccup_oui_q16_1___7;ti_preoccup_parents_o;ti_satis_parents;ti_relations_parents;profil_utilisateur_de_technologies_interactives_complete;profil_nonutilisateur_de_technologies_interactives_timestamp;mrq_fam_1;mrq_fam_2;mrq_fam_3;mrq_fam_4;mrq_fam_5;nti_raisons_interet;nti_diff_1_1;nti_diff_1_2;nti_diff_1_3;nti_diff_1_4;nti_diff_1_5;nti_diff_1_6;nti_diff_o;nti_persp_presence;nti_impact_futur;nti_collab;nti_preocup_secu___1;nti_preocup_secu___2;nti_preocup_secu___3;nti_preocup_secu___4;nti_preocup_secu___5;nti_preocup_secu___6;nti_preocup_secu___7;nti_preocup_secu___8;nti_preocup_secu___9;nti_preocup_secu___10;nti_preocup_secu___11;nti_preocup_secu___12;nti_preocup_secu___13;nti_preocup_secu___14;profil_nonutilisateur_de_technologies_interactives_complete;synthse_et_rflexions_futures_pour_tous_timestamp;tt_accord_q1_1;tt_accord_q1_2;mrqs_used_q1_1___1;mrqs_used_q1_1___2;mrqs_used_q1_1___3;mrqs_used_q1_1___4;mrqs_used_q1_1___5;mrqs_used_q1_2___1;mrqs_used_q1_2___2;mrqs_used_q1_2___3;mrqs_used_q1_2___4;mrqs_used_q1_2___5;tt_k_forma;tt_besoin_secu___1;tt_besoin_secu___2;tt_besoin_secu___3;tt_besoin_secu___4;tt_besoin_secu___5;tt_besoin_secu___6;tt_besoin_secu___7;tt_besoin_secu___8;tt_persp_avantage___1;tt_persp_avantage___2;tt_persp_avantage___3;tt_persp_avantage___4;tt_persp_avantage___5;tt_persp_avantage___6;tt_persp_avantage___7;tt_persp_desavantage___1;tt_persp_desavantage___2;tt_persp_desavantage___3;tt_persp_desavantage___4;tt_persp_desavantage___5;tt_persp_desavantage___6;tt_persp_desavantage___7;tt_persp_desavantage___8;tt_persp_desavantage___9;carte_kdo;synthse_et_rflexions_futures_pour_tous_complete;cartescadeaux_timestamp;kdo_carte_coordo;futures_etudes;cartescadeaux_complete
13;;2024-11-21 22:01:11;1;4;5;6;0;0;0;0;0;1;Travail autonome semi retraité ;0;0;0;0;0;1;3;0;0;0;0;0;1;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-21 22:04:50;1;2;1;1;1;2;2;3;2;4;3;1;;2;3;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;2024-11-21 22:08:10;3;2;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;2;2024-11-21 22:10:03;Julie Dupont  juliedupont33@yahoo.ca;1;2
14;;2024-11-22 06:33:48;1;1;2;3;0;0;1;0;0;0;;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;2;2024-11-22 06:41:25;2;;;;2;;;;1;Apple;5;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Individuelle principalement par manque de ressources matérielles ;;2;0;0;0;0;0;0;0;1;2;;;;3;3;;;;3;3;;;;7;14;;;;8;12;;;;;1;0;0;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;;2;0;0;1;0;0;;1;0;1;0;0;1;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 06:42:59;3;2;0;0;0;0;0;0;0;0;0;0;3;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;1;1;1;0;1;2;2024-11-22 06:43:48;Laurie Beauchesne  l_beauchesne@hotmail.fr  418-571-4242;1;2
15;;2024-11-22 06:50:04;1;2;3;5;0;0;1;0;0;0;;1;0;1;1;0;0;1;0;0;1;0;0;0;4;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
16;;2024-11-22 07:25:59;1;3;5;15;0;0;1;0;0;0;;0;1;0;0;0;1;1;0;0;1;0;0;0;3;1;2;2024-11-22 07:32:39;2;;;;2;;;;2;;;;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;individuelle seulement. ;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;14;;;;;;;;;;;1;0;0;1;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;3;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;;3;0;0;1;0;0;;1;0;1;0;0;0;0;1;coût de l'application ;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 07:35:05;1;2;1;0;0;1;1;0;0;0;0;0;3;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;2;2024-11-22 07:36:10;Annie Champagne, annie.champagne@ssss.gouv.qc.ca 450-473-2085 poste 48586;1;2
18;;2024-11-22 08:16:58;1;1;2;16;0;1;0;0;0;0;;0;0;0;0;0;1;1;0;1;1;1;0;0;5;1;2;2024-11-22 08:23:53;2;;;;2;;;;1;Apple;5;1;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Je l'ai seulement utilisé en contexte individuel.;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;8;;;;;12;;;;;;3;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;;3;0;0;1;0;0;;1;1;1;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 08:25:46;2;1;0;0;0;0;0;1;1;1;1;0;3;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;2;2;2024-11-22 08:26:38;;1;2
19;;2024-11-22 09:48:29;1;3;5;13;0;0;0;0;1;0;;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-22 09:50:57;1;2;2;1;1;1;1;5;5;5;5;;;4;1;2;1;0;1;1;0;0;1;1;1;1;1;0;1;0;2;2024-11-22 09:52:44;3;2;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;1;2;2024-11-22 09:53:21;Marie-Helene Cloutier  mh_cloutier@hotmail.com;2;2
20;;2024-11-22 11:52:07;1;2;3;7;0;1;0;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;4;1;2;2024-11-22 11:58:36;2;;;;2;;;;1;ipad;2;3;2;;;;2;;;;3;4;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;je ne fais pas de contexte de groupes ;;1;0;1;0;0;0;0;0;2;;;;;3;;;;;3;;;;;9;;;;;14;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;2;0;0;1;0;0;;1;1;1;0;0;0;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 12:00:48;2;2;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;2;2024-11-22 12:01:08;Eliane Dionne  eliane.dionne@gmail.com  819-598-9204;1;2
21;;2024-11-22 12:12:51;1;3;5;16;0;0;1;1;0;0;;0;1;1;0;0;1;1;0;0;1;0;0;0;2;1;2;2024-11-22 12:20:55;2;;;;2;;;;2;;;;2;;;;2;;;;3;3;3;3;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;2;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;2;;;;3;;;;;;;3;0;0;0;0;0;0;0;2;;;;;3;;;;;3;;;;;8;;;;;14;;;;;;2;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;3;1;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;;2;0;0;1;0;0;;1;0;0;1;1;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 12:22:59;1;2;1;1;1;1;1;0;0;0;0;0;3;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;2024-11-22 12:24:48;Annie-Claude Granger   Annie-Claude.granger.cisssmo16@ssss.gouv.qcca   5-4-567-1881;2;2
22;;2024-11-22 12:56:51;1;1;2;4;0;0;1;1;0;1;milieux de gardes (ex: cpe);0;0;1;0;0;1;1;0;1;1;0;0;0;4;1;2;2024-11-22 13:06:02;2;;;;1;youtube;7;2;1;youtube/application smartphone;4;2;2;;;;2;;;;2;3;;;;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;;;;2;3;;;;non tenté en contexte de groupe.;;1;0;0;0;1;0;0;0;1;1;;;;2;3;;;;2;3;;;;12;12;;;;7;9;;;;;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;2;0;0;0;0;0;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22 13:08:20;3;2;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;2;2024-11-22 13:09:36;Nom : Camille Thibault  adresse email: camthibault@hotmail.com   ;2;2
23;;2024-11-22 17:01:51;1;3;2;15;0;0;1;0;0;0;;1;0;1;1;0;1;1;0;1;0;0;0;0;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
24;;2024-11-23 19:28:37;1;3;5;15;0;0;1;0;0;0;;0;0;1;0;0;0;1;0;1;1;0;0;0;3;1;2;2024-11-23 19:34:31;2;;;;2;;;;1;ipaf;3;;2;;;;2;;;;3;2;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;peu de groupe possible dans mon milieu;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;8;;;;;14;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;3;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;;1;0;0;1;0;0;;1;0;0;0;0;1;0;0;;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-23 19:36:20;3;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;2;2024-11-23 19:36:52;Laurence Chouinard  laurence.chouinard@gmail.com;1;2
25;;2024-11-24 22:13:40;1;3;5;16;0;0;1;0;0;0;;0;1;1;1;0;1;1;0;0;1;0;0;0;3;1;2;2024-11-24 22:21:00;2;;;;2;;;;1;Apple;3;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;;;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;;;1;1;1;0;1;0;0;0;1;;;;;3;;;;;3;;;;;7;;;;;8;;;;;;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;;3;0;0;1;0;0;;1;0;1;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-24 22:23:20;3;2;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;2024-11-24 22:23:56;Marie-Andrée Thibodeau  mathibodo@hotmail.com;1;2
27;;2024-11-25 09:05:49;1;2;4;16;1;0;0;0;0;0;;0;0;0;0;0;1;2;0;0;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-25 09:08:20;1;2;1;1;1;2;1;5;5;5;3;1;;4;2;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;2;2024-11-25 09:10:48;1;2;1;0;0;1;1;0;0;0;0;0;3;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;2;2024-11-25 09:11:12;Audrey-Claude Benoit  audrey_claude_benoit@hotmail.com  819-293-7853;2;2
28;;2024-11-25 12:33:14;1;1;2;8;0;1;0;1;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;4;1;2;2024-11-25 12:41:20;2;;;;2;;;;1;Apple;4;2;2;;;;2;;;;3;4;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Individuelle, car avec les jeunes enfants il est difficile de gérer le partage d'une tablette. Aussi, si on a plusieurs tablettes (1 par enfant), il peu également être difficile de surveiller pour la bonne utilisation de ceux-ci en contexte de groupe.;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;14;;;;;9;;;;;;2;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;2;0;0;1;0;0;;1;0;1;0;0;0;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-25 12:43:19;3;1;0;0;0;0;0;0;1;0;0;0;3;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;2;2024-11-25 12:44:03;Stacy Guarnaccia, sguarnaccia@centredefi.com, 819-527-4102.;1;2
29;;2024-11-25 12:47:25;1;3;5;12;0;0;1;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;2;1;2;2024-11-25 13:02:51;2;;;;2;;;;2;;;;2;;;;2;;;;2;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Non-applicable à ce jour en contexte de groupe;;1;0;1;0;0;0;0;0;1;;;;;3;;;;;3;;;;;12;;;;;;;;;;;3;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;;3;0;0;1;0;0;;2;0;0;0;0;0;0;0;;3;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-25 13:05:24;2;1;0;0;0;0;0;0;0;1;0;0;4;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;2;2024-11-25 13:06:11;Luce Lessard   luce.lessard.csssbeauce@ssss.gouv.qc.ca  418-222-1067;2;2
30;;2024-11-25 13:57:32;1;3;5;4;0;0;1;0;0;0;;0;1;0;0;0;0;1;0;0;1;0;0;0;3;1;2;2024-11-25 14:03:59;2;;;;2;;;;1;Ipad;5;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Je ne saurais pas comment les intégrer en groupe.;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;14;;;;;7;;;;;;2;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;;2;0;0;0;0;0;;2;0;0;0;0;0;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-25 14:06:04;3;3;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;1;2;2024-11-25 14:06:44;Lyne Bernatchez  lynebernatchez@hotmail.com;2;2
31;;2024-11-25 16:09:27;1;3;5;6;1;0;0;0;0;0;;0;0;0;0;0;1;1;0;1;1;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-11-25 16:11:58;1;2;2;1;1;2;1;5;3;3;4;;;2;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2024-11-25 16:14:29;1;1;1;0;0;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2024-11-25 16:15:02;;;2
